author,traitName,mappedGenes
Lake J,Alzheimer's disease,TMEM106B
Lake J,Alzheimer's disease,SNX1
Lake J,Alzheimer's disease,CTSH
Lake J,Alzheimer's disease,PMS2P1
Lake J,Alzheimer's disease,PRSS36
Lake J,Alzheimer's disease,"MAF,RNA5SP431"
Lake J,Alzheimer's disease,PLCG2
Lake J,Alzheimer's disease,"FENDRR,LINC00917"
Lake J,Alzheimer's disease,FAM157C
Lake J,Alzheimer's disease,ZNF594-DT
Lake J,Alzheimer's disease,GRN
Lake J,Alzheimer's disease,WNT3
Lake J,Alzheimer's disease,TSPOAP1-AS1
Lake J,Alzheimer's disease,ACE
Lake J,Alzheimer's disease,ABCA7
Lake J,Alzheimer's disease,REXO1
Lake J,Alzheimer's disease,"APOC4,APOC4-APOC2"
Lake J,Alzheimer's disease,SIGLEC11
Lake J,Alzheimer's disease,"LILRB2,RNU6-1307P"
Lake J,Alzheimer's disease,RBCK1
Lake J,Alzheimer's disease,CASS4
Lake J,Alzheimer's disease,SLC2A4RG
Lake J,Alzheimer's disease,APP
Lake J,Alzheimer's disease,"ADAMTS1,CYYR1"
Bracher-Smith M,Alzheimer's disease in APOE E4 homozygosity,DAB1
Harper JD,Alzheimer's disease,APOE
Harper JD,Alzheimer's disease,"FAR2,CCDC91"
Harper JD,Alzheimer's disease,"FAR2,CCDC91"
Harper JD,Alzheimer's disease,APOE
Harper JD,Alzheimer's disease,"SNX7-DT,LINC01776"
Harper JD,Alzheimer's disease,"Y_RNA,C1GALT1"
Tirozzi A,Alzheimer disease (MTAG),"APOE,APOC1"
Tirozzi A,Alzheimer disease (MTAG),ZSCAN12
Dalmasso MC,Alzheimer's disease,PLCG2
Dalmasso MC,Alzheimer's disease,"FENDRR,LINC00917"
Dalmasso MC,Alzheimer's disease,FAM157C
Dalmasso MC,Alzheimer's disease,WDR81
Dalmasso MC,Alzheimer's disease,"SCIMP,ZNF594-DT"
Dalmasso MC,Alzheimer's disease,MYO15A
Dalmasso MC,Alzheimer's disease,GRN
Dalmasso MC,Alzheimer's disease,WNT3
Dalmasso MC,Alzheimer's disease,TSPOAP1-AS1
Dalmasso MC,Alzheimer's disease,"CYB561,PPIAP55"
Dalmasso MC,Alzheimer's disease,ABI3
Dalmasso MC,Alzheimer's disease,ABCA7
Dalmasso MC,Alzheimer's disease,KLF16
Dalmasso MC,Alzheimer's disease,SIGLEC11
Dalmasso MC,Alzheimer's disease,"LILRB2,RNU6-1307P"
Dalmasso MC,Alzheimer's disease,RBCK1
Dalmasso MC,Alzheimer's disease,CASS4
Dalmasso MC,Alzheimer's disease,SLC2A4RG
Dalmasso MC,Alzheimer's disease,APP
Dalmasso MC,Alzheimer's disease,"ADAMTS1,CYYR1"
Dalmasso MC,Alzheimer's disease,ITGB1BP1
Dalmasso MC,Alzheimer's disease,"LINC02496,RNU6-1325P"
Dalmasso MC,Alzheimer's disease,"ZKSCAN4,NKAPL"
Dalmasso MC,Alzheimer's disease,"TRIB1AL,TRIB1"
Dalmasso MC,Alzheimer's disease,"IGHV3-65,IGHVII-65-1"
Dalmasso MC,Alzheimer's disease,"MIR572,LINC02498"
Dalmasso MC,Alzheimer's disease,RHOH
Dalmasso MC,Alzheimer's disease,ANKH
Dalmasso MC,Alzheimer's disease,"MIR4280HG,LINC02059"
Dalmasso MC,Alzheimer's disease,TNIP1
Dalmasso MC,Alzheimer's disease,RASGEF1C
Dalmasso MC,Alzheimer's disease,"HLA-DQA1,HLA-DRB1"
Dalmasso MC,Alzheimer's disease,TREM2
Dalmasso MC,Alzheimer's disease,TREM2
Dalmasso MC,Alzheimer's disease,"TREML2,TREM2"
Dalmasso MC,Alzheimer's disease,CD2AP
Dalmasso MC,Alzheimer's disease,"HS3ST5,HDAC2-AS2"
Dalmasso MC,Alzheimer's disease,UMAD1
Dalmasso MC,Alzheimer's disease,ICA1
Dalmasso MC,Alzheimer's disease,TMEM106B
Dalmasso MC,Alzheimer's disease,JAZF1
Dalmasso MC,Alzheimer's disease,"NME8,GPR141"
Dalmasso MC,Alzheimer's disease,"EGFR,SEC61G-DT"
Dalmasso MC,Alzheimer's disease,PMS2P1
Dalmasso MC,Alzheimer's disease,EPHA1-AS1
Dalmasso MC,Alzheimer's disease,CTSB
Dalmasso MC,Alzheimer's disease,PTK2B
Dalmasso MC,Alzheimer's disease,CLU
Dalmasso MC,Alzheimer's disease,SHARPIN
Dalmasso MC,Alzheimer's disease,ABCA1
Dalmasso MC,Alzheimer's disease,"ECHDC3,USP6NL-AS1"
Dalmasso MC,Alzheimer's disease,"ANK3,LINC01553"
Dalmasso MC,Alzheimer's disease,TSPAN14
Dalmasso MC,Alzheimer's disease,BLNK
Dalmasso MC,Alzheimer's disease,PLEKHA1
Dalmasso MC,Alzheimer's disease,SPI1
Dalmasso MC,Alzheimer's disease,MS4A4A
Dalmasso MC,Alzheimer's disease,"RNU6-560P,LINC02695"
Dalmasso MC,Alzheimer's disease,SORL1
Dalmasso MC,Alzheimer's disease,SORL1
Dalmasso MC,Alzheimer's disease,TPCN1
Dalmasso MC,Alzheimer's disease,FERMT2
Dalmasso MC,Alzheimer's disease,SLC24A4
Dalmasso MC,Alzheimer's disease,SLC24A4
Dalmasso MC,Alzheimer's disease,"IGHG1,IGHG3"
Dalmasso MC,Alzheimer's disease,"RN7SL354P,SPPL2A"
Dalmasso MC,Alzheimer's disease,MINDY2-DT
Dalmasso MC,Alzheimer's disease,APH1B
Dalmasso MC,Alzheimer's disease,SNX1
Dalmasso MC,Alzheimer's disease,CTSH
Dalmasso MC,Alzheimer's disease,DOC2A
Dalmasso MC,Alzheimer's disease,BCKDK
Dalmasso MC,Alzheimer's disease,IL34
Dalmasso MC,Alzheimer's disease,"MAF,RNA5SP431"
Dalmasso MC,Alzheimer's disease,PLCG2
Dalmasso MC,Alzheimer's disease,"RNA5SP62,RNA5SP63"
Dalmasso MC,Alzheimer's disease,"RPL21P36,MRPL50P1"
Dalmasso MC,Alzheimer's disease,SLC8A1-AS1
Dalmasso MC,Alzheimer's disease,"LINC01812,FBXL12P1"
Dalmasso MC,Alzheimer's disease,AGAP1
Dalmasso MC,Alzheimer's disease,"LINC01018,UBE2QL1"
Dalmasso MC,Alzheimer's disease,PDZD2
Dalmasso MC,Alzheimer's disease,"HIGD1AP18,PKIA-AS1"
Dalmasso MC,Alzheimer's disease,CENPP
Dalmasso MC,Alzheimer's disease,TMOD1
Dalmasso MC,Alzheimer's disease,"FCN2,MIR3689F"
Dalmasso MC,Alzheimer's disease,LINC00375
Dalmasso MC,Alzheimer's disease,"PNP,RNASE10"
Dalmasso MC,Alzheimer's disease,"POLR2E,GPX4"
Dalmasso MC,Alzheimer's disease,KCNE2
Dalmasso MC,Alzheimer's disease,SORT1
Dalmasso MC,Alzheimer's disease,"CR1,CR1-AS1"
Dalmasso MC,Alzheimer's disease,PRKD3
Dalmasso MC,Alzheimer's disease,NCK2
Dalmasso MC,Alzheimer's disease,"NIFKP9,BIN1"
Dalmasso MC,Alzheimer's disease,WDR12
Dalmasso MC,Alzheimer's disease,INPP5D
Dalmasso MC,Alzheimer's disease,MME
Dalmasso MC,Alzheimer's disease,MME
Dalmasso MC,Alzheimer's disease,IDUA
Dalmasso MC,Alzheimer's disease,RNF125
Moreno-Grau S,AlzheimerΓÇÖs disease and/or vascular dementia (clinical subgroup VaD+),APOE
Moreno-Grau S,AlzheimerΓÇÖs disease and/or vascular dementia (clinical subgroup VaD++),CNTNAP2
Fongang B,Vascular dementia or Alzheimer's disease,-
Fongang B,Vascular dementia or Alzheimer's disease,-
Fongang B,Vascular dementia or Alzheimer's disease,-
Fongang B,Vascular dementia or Alzheimer's disease,-
Jun G,Alzheimer's disease (APOE e4 interaction),IRF6
Jun G,Alzheimer's disease (APOE e4 interaction),"GAPDHP15,RBBP4P4"
Jun G,Alzheimer's disease (APOE e4 interaction),"PMS2CL,SPDYE20P"
Jun G,Alzheimer's disease (APOE e4 interaction),"TMEM106B,THSD7A"
Kamboh MI,Alzheimer's disease (age of onset),"GRM7-AS3,MTARC2P1"
Kamboh MI,Alzheimer's disease (age of onset),ADAMTS9-AS2
Kamboh MI,Alzheimer's disease (age of onset),DCHS2
Kamboh MI,Alzheimer's disease (age of onset),PUM3
Kamboh MI,Alzheimer's disease (age of onset),HRK
Kamboh MI,Alzheimer's disease (age of onset),SLC28A1
Kamboh MI,Alzheimer's disease (age of onset),"APOC1,APOC1P1"
Kamboh MI,Alzheimer's disease (age of onset),"RPL31P31,MAPRE1P2"
Kamboh MI,Alzheimer's disease (age of onset),LINC01016
Kamboh MI,Alzheimer's disease (age of onset),"LINC02181,C16orf95"
Kamboh MI,Alzheimer's disease (age of onset),"OACYLP,SEC11C"
Kamboh MI,Alzheimer's disease (age of onset),SLC28A1
Kamboh MI,Alzheimer's disease (age of onset),"DYNLL1P4,RBM19"
Ramanan VK,Alzheimer's disease biomarkers,"APOC1P1,APOC1"
Ramanan VK,Alzheimer's disease biomarkers,NECTIN2
Ramanan VK,Alzheimer's disease biomarkers,TOMM40
Ramanan VK,Alzheimer's disease biomarkers,"MFSD4BP1,RPS17P11"
Ramanan VK,Alzheimer's disease biomarkers,-
Ramanan VK,Alzheimer's disease biomarkers,"ATP5PDP3,RPL3P11"
Ramanan VK,Alzheimer's disease biomarkers,"ARID1B,H3P28"
Ramanan VK,Alzheimer's disease biomarkers,CASC18
Ramanan VK,Alzheimer's disease biomarkers,-
Ramanan VK,Alzheimer's disease biomarkers,"SSBL6P,LINC01326"
Ramanan VK,Alzheimer's disease biomarkers,"EDIL3-DT,PPIAP79"
Ramanan VK,Alzheimer's disease biomarkers,"RN7SKP122,RN7SL782P"
Ramanan VK,Alzheimer's disease biomarkers,APOE
Kim S,Alzheimer's disease biomarkers,"RNU2-9P,EPC2"
Kim S,Alzheimer's disease biomarkers,TOMM40
Kim S,Alzheimer's disease biomarkers,CCDC134
Kim S,Alzheimer's disease biomarkers,"APOE,APOC1"
Hollingworth P,Psychosis and Alzheimer's disease,"RPL5P26,LINC02651"
Hollingworth P,Psychosis and Alzheimer's disease,"MTCO3P30,HMGB3P23"
Hollingworth P,Psychosis and Alzheimer's disease,"SLC2A9-AS1,SLC2A9"
Hollingworth P,Psychosis and Alzheimer's disease,"PICALM,RNU6-560P"
Hollingworth P,Psychosis and Alzheimer's disease,"RNU1-80P,TNRC6C"
Hollingworth P,Psychosis and Alzheimer's disease,VSNL1
Hollingworth P,Psychosis and Alzheimer's disease,BIN1
Hollingworth P,Psychosis and Alzheimer's disease,"NEPRO-AS1,LOLI1"
Hollingworth P,Psychosis and Alzheimer's disease,RIMBP2
Hollingworth P,Psychosis and Alzheimer's disease,MPP7
Hollingworth P,Psychosis and Alzheimer's disease,TOMM40
Cruchaga C,Alzheimer's disease biomarkers,"GMNC,OSTN"
Cruchaga C,Alzheimer's disease biomarkers,APOE
Cruchaga C,Alzheimer's disease biomarkers,APOE
Cruchaga C,Alzheimer's disease biomarkers,GLIS3
Cruchaga C,Alzheimer's disease biomarkers,GLIS3
Cruchaga C,Alzheimer's disease biomarkers,"FOXP4-AS1,NCR2"
Traylor M,Alzheimer's disease or small vessel stroke,"RNU6-362P,MRPL58"
Furney SJ,Entorhinal cortical thickness (Alzheimer's disease interaction),"RN7SKP120,TUSC1"
Furney SJ,Entorhinal cortical volume (Alzheimer's disease interaction),ZNF292
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),"CDC42EP3-AS1,CDC42EP3"
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),UTS2B
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),PAK2
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),"SPMIP7,IKZF1"
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),ADCY8
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),"LINGO2,CTAGE12P"
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),"CDCA7P2,OTX2P1"
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),"LINC00423,PDS5B"
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),OBI1-AS1
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),FARP1
Furney SJ,Total ventricular volume (Alzheimer's disease interaction),"RORA,RORA-AS1"
Furney SJ,Whole-brain volume (Alzheimer's disease interaction),SLC44A5
Furney SJ,Whole-brain volume (Alzheimer's disease interaction),NME9
Furney SJ,Whole-brain volume (Alzheimer's disease interaction),ABCA1
Furney SJ,Whole-brain volume (Alzheimer's disease interaction),"YAP1,RNU6-952P"
Herold C,Alzheimer disease and age of onset,TRIM51CP
Herold C,Alzheimer disease and age of onset,"PHKG1P3,GTF2IP11"
Herold C,Alzheimer disease and age of onset,AHNAK
Herold C,Alzheimer disease and age of onset,CCDC89
Herold C,Alzheimer disease and age of onset,"LNCRNA-IUR,FAM76B"
Herold C,Alzheimer disease and age of onset,"LINC02763,LINC02762"
Herold C,Alzheimer disease and age of onset,DDX25
Herold C,Alzheimer disease and age of onset,"HSPA8P5,PARP11-AS1"
Herold C,Alzheimer disease and age of onset,"NDUFA9,GAU1"
Herold C,Alzheimer disease and age of onset,AICDA
Herold C,Alzheimer disease and age of onset,OVCH1-AS1
Herold C,Alzheimer disease and age of onset,"ERBB3,PA2G4"
Herold C,Alzheimer disease and age of onset,"SNORA70,RN7SL734P"
Herold C,Alzheimer disease and age of onset,"RNU7-106P,OTOGL"
Herold C,Alzheimer disease and age of onset,ATP2B1-AS1
Herold C,Alzheimer disease and age of onset,"Y_RNA,LINC02375"
Herold C,Alzheimer disease and age of onset,TMEM132C
Herold C,Alzheimer disease and age of onset,"LINC00345,TPTE2P3"
Herold C,Alzheimer disease and age of onset,"RABEPKP1,DACH1"
Herold C,Alzheimer disease and age of onset,"ARF4P4,LINC00377"
Herold C,Alzheimer disease and age of onset,"GYG1P2,RNU6-67P"
Herold C,Alzheimer disease and age of onset,FARP1
Herold C,Alzheimer disease and age of onset,GGACT
Herold C,Alzheimer disease and age of onset,LINC00343
Herold C,Alzheimer disease and age of onset,MYO16
Herold C,Alzheimer disease and age of onset,"CSMD3,Y_RNA"
Herold C,Alzheimer disease and age of onset,"LINC01151,SMILR"
Herold C,Alzheimer disease and age of onset,"RNU6-869P,LINC00861"
Herold C,Alzheimer disease and age of onset,PDCD1LG2
Herold C,Alzheimer disease and age of onset,"AKAP8P1,JKAMPP1"
Herold C,Alzheimer disease and age of onset,"LINC01243,MTATP6P30"
Herold C,Alzheimer disease and age of onset,"RFC5P1,ATP5MFP3"
Herold C,Alzheimer disease and age of onset,ERCC6L2-AS1
Herold C,Alzheimer disease and age of onset,"FOXE1,TRMO"
Herold C,Alzheimer disease and age of onset,"ARL2BPP7,MTND3P4"
Herold C,Alzheimer disease and age of onset,PNPLA7
Herold C,Alzheimer disease and age of onset,WAC
Herold C,Alzheimer disease and age of onset,"JCAD,SVIL"
Herold C,Alzheimer disease and age of onset,"RPL34P19,RN7SL825P"
Herold C,Alzheimer disease and age of onset,C10orf71
Herold C,Alzheimer disease and age of onset,"MRPL50P4,SLC16A9"
Herold C,Alzheimer disease and age of onset,"LINC02651,RPL5P26"
Herold C,Alzheimer disease and age of onset,"RNU6-478P,MARK2P15"
Herold C,Alzheimer disease and age of onset,LINC02653
Herold C,Alzheimer disease and age of onset,"LINC02653,HTR7"
Herold C,Alzheimer disease and age of onset,SORCS3
Herold C,Alzheimer disease and age of onset,ZBED5-AS1
Herold C,Alzheimer disease and age of onset,MICAL2
Herold C,Alzheimer disease and age of onset,"ANO3,LINC02699"
Herold C,Alzheimer disease and age of onset,MIR670HG
Herold C,Alzheimer disease and age of onset,FGF10
Herold C,Alzheimer disease and age of onset,"F2R,F2RL1"
Herold C,Alzheimer disease and age of onset,WDR41
Herold C,Alzheimer disease and age of onset,MEF2C-AS1
Herold C,Alzheimer disease and age of onset,MEF2C-AS1
Herold C,Alzheimer disease and age of onset,MEF2C-AS1
Herold C,Alzheimer disease and age of onset,"RAB9BP1,RNA5SP189"
Herold C,Alzheimer disease and age of onset,KCNN2
Herold C,Alzheimer disease and age of onset,"LINC02214,RPS17P2"
Herold C,Alzheimer disease and age of onset,"RNU6-718P,TUBAP15"
Herold C,Alzheimer disease and age of onset,AFF4-DT
Herold C,Alzheimer disease and age of onset,"RNU7-156P,MIR5197"
Herold C,Alzheimer disease and age of onset,LARS1
Herold C,Alzheimer disease and age of onset,G3BP1
Herold C,Alzheimer disease and age of onset,"HAND1,CIR1P1"
Herold C,Alzheimer disease and age of onset,FAM193B-DT
Herold C,Alzheimer disease and age of onset,KDM1B
Herold C,Alzheimer disease and age of onset,CDKAL1
Herold C,Alzheimer disease and age of onset,"SUPT3H,CDC5L"
Herold C,Alzheimer disease and age of onset,DST
Herold C,Alzheimer disease and age of onset,KHDRBS2
Herold C,Alzheimer disease and age of onset,COL12A1
Herold C,Alzheimer disease and age of onset,"RN7SL415P,RPL5P19"
Herold C,Alzheimer disease and age of onset,"LINC02532,CD24"
Herold C,Alzheimer disease and age of onset,"SOBP,SCML4"
Herold C,Alzheimer disease and age of onset,L3MBTL4
Herold C,Alzheimer disease and age of onset,LAMA1
Herold C,Alzheimer disease and age of onset,"PLEKHB2P1,PMAIP1"
Herold C,Alzheimer disease and age of onset,"RNU6-1037P,CDH19"
Herold C,Alzheimer disease and age of onset,"TSPAN16,RAB3D"
Herold C,Alzheimer disease and age of onset,"ZNF599,LINC01801"
Herold C,Alzheimer disease and age of onset,ZNF813
Herold C,Alzheimer disease and age of onset,"CST13P,CST8"
Herold C,Alzheimer disease and age of onset,"CST1,CSTP2"
Herold C,Alzheimer disease and age of onset,"RPS2P1,ASIP"
Herold C,Alzheimer disease and age of onset,"LINC01271,RN7SL636P"
Herold C,Alzheimer disease and age of onset,"U6,LINC00161"
Herold C,Alzheimer disease and age of onset,SYNJ1
Herold C,Alzheimer disease and age of onset,"PDE9A,LINC01671"
Herold C,Alzheimer disease and age of onset,"LINC01679,SIK1"
Herold C,Alzheimer disease and age of onset,COL18A1
Herold C,Alzheimer disease and age of onset,"SEPTIN5,LINC00895"
Herold C,Alzheimer disease and age of onset,"CIMIP4,TST"
Herold C,Alzheimer disease and age of onset,"EPIC1,MIR3201"
Herold C,Alzheimer disease and age of onset,"APOC1,APOC1P1"
Herold C,Alzheimer disease and age of onset,LINC01117
Herold C,Alzheimer disease and age of onset,OSBPL6
Herold C,Alzheimer disease and age of onset,F13A1
Herold C,Alzheimer disease and age of onset,"RNU6-248P,RNU6-261P"
Herold C,Alzheimer disease and age of onset,"HNF4G,RNU2-54P"
Herold C,Alzheimer disease and age of onset,"CCDC88C-DT,PPP4R3A"
Herold C,Alzheimer disease and age of onset,"FAM181A,FAM181A-AS1"
Herold C,Alzheimer disease and age of onset,"RPL15P2,LINC02279"
Herold C,Alzheimer disease and age of onset,LINC02325
Herold C,Alzheimer disease and age of onset,HERC2
Herold C,Alzheimer disease and age of onset,TRPM1
Herold C,Alzheimer disease and age of onset,THSD4
Herold C,Alzheimer disease and age of onset,AGBL1
Herold C,Alzheimer disease and age of onset,ERVK13-1
Herold C,Alzheimer disease and age of onset,TMC5
Herold C,Alzheimer disease and age of onset,SDR42E2
Herold C,Alzheimer disease and age of onset,"RPL34P29,NCOA5LP"
Herold C,Alzheimer disease and age of onset,"RNU6-21P,DPPA3P11"
Herold C,Alzheimer disease and age of onset,DYNLRB2-AS1
Herold C,Alzheimer disease and age of onset,DYNLRB2-AS1
Herold C,Alzheimer disease and age of onset,CDH13
Herold C,Alzheimer disease and age of onset,"FENDRR,LINC00917"
Herold C,Alzheimer disease and age of onset,MIR497HG
Herold C,Alzheimer disease and age of onset,COX10-DT
Herold C,Alzheimer disease and age of onset,"CD300LG,MPP3"
Herold C,Alzheimer disease and age of onset,DCAF7
Herold C,Alzheimer disease and age of onset,STRADA
Herold C,Alzheimer disease and age of onset,TCAM1P
Herold C,Alzheimer disease and age of onset,ABCA8
Herold C,Alzheimer disease and age of onset,"RPL12P37,RPTOR"
Herold C,Alzheimer disease and age of onset,LINC02518
Herold C,Alzheimer disease and age of onset,EYA4
Herold C,Alzheimer disease and age of onset,SGK1
Herold C,Alzheimer disease and age of onset,"FILNC1,LINC02941"
Herold C,Alzheimer disease and age of onset,SNX9
Herold C,Alzheimer disease and age of onset,TULP4
Herold C,Alzheimer disease and age of onset,PHF14
Herold C,Alzheimer disease and age of onset,"PHF14,NPM1P11"
Herold C,Alzheimer disease and age of onset,CHN2
Herold C,Alzheimer disease and age of onset,"ADCYAP1R1,NEUROD6"
Herold C,Alzheimer disease and age of onset,"MTDHP1,ZNF117"
Herold C,Alzheimer disease and age of onset,"SLC66A2P1,EEF1A1P28"
Herold C,Alzheimer disease and age of onset,DLX5
Herold C,Alzheimer disease and age of onset,"RPL7AP40,AP1S2P1"
Herold C,Alzheimer disease and age of onset,CADPS2
Herold C,Alzheimer disease and age of onset,"IQUB,LYPLA1P1"
Herold C,Alzheimer disease and age of onset,ZNF862
Herold C,Alzheimer disease and age of onset,INSIG1
Herold C,Alzheimer disease and age of onset,EN2-DT
Herold C,Alzheimer disease and age of onset,"LINC01605,SMARCE1P4"
Herold C,Alzheimer disease and age of onset,NKAIN3
Herold C,Alzheimer disease and age of onset,"C8orf44-SGK3,SGK3"
Herold C,Alzheimer disease and age of onset,PPP1R42
Herold C,Alzheimer disease and age of onset,"LINC01419,DPPA3P9"
Herold C,Alzheimer disease and age of onset,BAALC-AS1
Herold C,Alzheimer disease and age of onset,ARVCF
Herold C,Alzheimer disease and age of onset,HSPG2
Herold C,Alzheimer disease and age of onset,PLPPR5-AS1
Herold C,Alzheimer disease and age of onset,AHCYL1
Herold C,Alzheimer disease and age of onset,"U3,NMNAT1P2"
Herold C,Alzheimer disease and age of onset,TGFB2
Herold C,Alzheimer disease and age of onset,"KCNK1,RNU4-77P"
Herold C,Alzheimer disease and age of onset,MSH2
Herold C,Alzheimer disease and age of onset,PPP1R21-DT
Herold C,Alzheimer disease and age of onset,NRXN1-DT
