author,mappedGenes,traitName
Jun GR,SLC2A4RG,Alzheimer's disease
Jun GR,APP,Alzheimer's disease
Jun GR,"ADAMTS1,CYYR1",Alzheimer's disease
Jun GR,ITGB1BP1,Alzheimer's disease
Jun GR,"LINC02496,RNU6-1325P",Alzheimer's disease
Jun GR,"ZKSCAN4,NKAPL",Alzheimer's disease
Jun GR,"TRIB1AL,TRIB1",Alzheimer's disease
Jun GR,"IGHV3-65,IGHVII-65-1",Alzheimer's disease
Jun GR,"MIR572,LINC02498",Alzheimer's disease
Jun GR,RHOH,Alzheimer's disease
Jun GR,ANKH,Alzheimer's disease
Jun GR,"MIR4280HG,LINC02059",Alzheimer's disease
Jun GR,TNIP1,Alzheimer's disease
Jun GR,RASGEF1C,Alzheimer's disease
Jun GR,"HLA-DQA1,HLA-DRB1",Alzheimer's disease
Jun GR,TREM2,Alzheimer's disease
Jun GR,TREM2,Alzheimer's disease
Jun GR,"TREML2,TREM2",Alzheimer's disease
Jun GR,CD2AP,Alzheimer's disease
Jun GR,"HS3ST5,HDAC2-AS2",Alzheimer's disease
Jun GR,UMAD1,Alzheimer's disease
Jun GR,ICA1,Alzheimer's disease
Jun GR,TMEM106B,Alzheimer's disease
Jun GR,JAZF1,Alzheimer's disease
Jun GR,"NME8,GPR141",Alzheimer's disease
Jun GR,"EGFR,SEC61G-DT",Alzheimer's disease
Jun GR,PMS2P1,Alzheimer's disease
Jun GR,EPHA1-AS1,Alzheimer's disease
Jun GR,CTSB,Alzheimer's disease
Jun GR,PTK2B,Alzheimer's disease
Jun GR,CLU,Alzheimer's disease
Jun GR,SHARPIN,Alzheimer's disease
Jun GR,ABCA1,Alzheimer's disease
Jun GR,"ECHDC3,USP6NL-AS1",Alzheimer's disease
Jun GR,"ANK3,LINC01553",Alzheimer's disease
Jun GR,TSPAN14,Alzheimer's disease
Jun GR,BLNK,Alzheimer's disease
Jun GR,PLEKHA1,Alzheimer's disease
Jun GR,SPI1,Alzheimer's disease
Jun GR,MS4A4A,Alzheimer's disease
Jun GR,"RNU6-560P,LINC02695",Alzheimer's disease
Jun GR,SORL1,Alzheimer's disease
Jun GR,SORL1,Alzheimer's disease
Jun GR,TPCN1,Alzheimer's disease
Jun GR,FERMT2,Alzheimer's disease
Jun GR,SLC24A4,Alzheimer's disease
Jun GR,SLC24A4,Alzheimer's disease
Jun GR,"IGHG1,IGHG3",Alzheimer's disease
Jun GR,"RN7SL354P,SPPL2A",Alzheimer's disease
Jun GR,MINDY2-DT,Alzheimer's disease
Jun GR,APH1B,Alzheimer's disease
Jun GR,SNX1,Alzheimer's disease
Jun GR,CTSH,Alzheimer's disease
Jun GR,DOC2A,Alzheimer's disease
Jun GR,BCKDK,Alzheimer's disease
Jun GR,IL34,Alzheimer's disease
Jun GR,"MAF,RNA5SP431",Alzheimer's disease
Jun GR,PLCG2,Alzheimer's disease
Jun GR,"RNA5SP62,RNA5SP63",Alzheimer's disease
Jun GR,"RPL21P36,MRPL50P1",Alzheimer's disease
Jun GR,SLC8A1-AS1,Alzheimer's disease
Jun GR,"LINC01812,FBXL12P1",Alzheimer's disease
Jun GR,AGAP1,Alzheimer's disease
Jun GR,"LINC01018,UBE2QL1",Alzheimer's disease
Jun GR,PDZD2,Alzheimer's disease
Jun GR,"HIGD1AP18,PKIA-AS1",Alzheimer's disease
Jun GR,CENPP,Alzheimer's disease
Jun GR,TMOD1,Alzheimer's disease
Jun GR,"FCN2,MIR3689F",Alzheimer's disease
Jun GR,LINC00375,Alzheimer's disease
Jun GR,"PNP,RNASE10",Alzheimer's disease
Jun GR,"POLR2E,GPX4",Alzheimer's disease
Jun GR,KCNE2,Alzheimer's disease
Jun GR,SORT1,Alzheimer's disease
Jun GR,"CR1,CR1-AS1",Alzheimer's disease
Jun GR,PRKD3,Alzheimer's disease
Jun GR,NCK2,Alzheimer's disease
Jun GR,"NIFKP9,BIN1",Alzheimer's disease
Jun GR,WDR12,Alzheimer's disease
Jun GR,INPP5D,Alzheimer's disease
Jun GR,MME,Alzheimer's disease
Jun GR,MME,Alzheimer's disease
Jun GR,IDUA,Alzheimer's disease
Jun GR,RNF125,Alzheimer's disease
Jun GR,APOE,AlzheimerΓÇÖs disease and/or vascular dementia (clinical subgroup VaD+)
Jun GR,CNTNAP2,AlzheimerΓÇÖs disease and/or vascular dementia (clinical subgroup VaD++)
Jun GR,-,Vascular dementia or Alzheimer's disease
Jun GR,-,Vascular dementia or Alzheimer's disease
Jun GR,-,Vascular dementia or Alzheimer's disease
Jun GR,-,Vascular dementia or Alzheimer's disease
Jun GR,IRF6,Alzheimer's disease (APOE e4 interaction)
Jun GR,"GAPDHP15,RBBP4P4",Alzheimer's disease (APOE e4 interaction)
Jun GR,"PMS2CL,SPDYE20P",Alzheimer's disease (APOE e4 interaction)
Jun GR,"TMEM106B,THSD7A",Alzheimer's disease (APOE e4 interaction)
Jun GR,"GRM7-AS3,MTARC2P1",Alzheimer's disease (age of onset)
Jun GR,ADAMTS9-AS2,Alzheimer's disease (age of onset)
Jun GR,DCHS2,Alzheimer's disease (age of onset)
Jun GR,PUM3,Alzheimer's disease (age of onset)
Jun GR,HRK,Alzheimer's disease (age of onset)
Jun GR,SLC28A1,Alzheimer's disease (age of onset)
Jun GR,"APOC1,APOC1P1",Alzheimer's disease (age of onset)
Jun GR,"RPL31P31,MAPRE1P2",Alzheimer's disease (age of onset)
Jun GR,LINC01016,Alzheimer's disease (age of onset)
Jun GR,"LINC02181,C16orf95",Alzheimer's disease (age of onset)
Jun GR,"OACYLP,SEC11C",Alzheimer's disease (age of onset)
Jun GR,SLC28A1,Alzheimer's disease (age of onset)
Jun GR,"DYNLL1P4,RBM19",Alzheimer's disease (age of onset)
Jun GR,"APOC1P1,APOC1",Alzheimer's disease biomarkers
Jun GR,NECTIN2,Alzheimer's disease biomarkers
Jun GR,TOMM40,Alzheimer's disease biomarkers
Jun GR,"MFSD4BP1,RPS17P11",Alzheimer's disease biomarkers
Jun GR,-,Alzheimer's disease biomarkers
Jun GR,"ATP5PDP3,RPL3P11",Alzheimer's disease biomarkers
Jun GR,"ARID1B,H3P28",Alzheimer's disease biomarkers
Jun GR,CASC18,Alzheimer's disease biomarkers
Jun GR,-,Alzheimer's disease biomarkers
Jun GR,"SSBL6P,LINC01326",Alzheimer's disease biomarkers
Jun GR,"EDIL3-DT,PPIAP79",Alzheimer's disease biomarkers
Jun GR,"RN7SKP122,RN7SL782P",Alzheimer's disease biomarkers
Jun GR,APOE,Alzheimer's disease biomarkers
Jun GR,"RNU2-9P,EPC2",Alzheimer's disease biomarkers
Jun GR,TOMM40,Alzheimer's disease biomarkers
Jun GR,CCDC134,Alzheimer's disease biomarkers
Jun GR,"APOE,APOC1",Alzheimer's disease biomarkers
Jun GR,"RPL5P26,LINC02651",Psychosis and Alzheimer's disease
Jun GR,"MTCO3P30,HMGB3P23",Psychosis and Alzheimer's disease
Jun GR,"SLC2A9-AS1,SLC2A9",Psychosis and Alzheimer's disease
Jun GR,"PICALM,RNU6-560P",Psychosis and Alzheimer's disease
Jun GR,"RNU1-80P,TNRC6C",Psychosis and Alzheimer's disease
Jun GR,VSNL1,Psychosis and Alzheimer's disease
Jun GR,BIN1,Psychosis and Alzheimer's disease
Jun GR,"NEPRO-AS1,LOLI1",Psychosis and Alzheimer's disease
Jun GR,RIMBP2,Psychosis and Alzheimer's disease
Jun GR,MPP7,Psychosis and Alzheimer's disease
Jun GR,TOMM40,Psychosis and Alzheimer's disease
Jun GR,"GMNC,OSTN",Alzheimer's disease biomarkers
Jun GR,APOE,Alzheimer's disease biomarkers
Jun GR,APOE,Alzheimer's disease biomarkers
Jun GR,GLIS3,Alzheimer's disease biomarkers
Jun GR,GLIS3,Alzheimer's disease biomarkers
Jun GR,"FOXP4-AS1,NCR2",Alzheimer's disease biomarkers
Jun GR,"RNU6-362P,MRPL58",Alzheimer's disease or small vessel stroke
Jun GR,"RN7SKP120,TUSC1",Entorhinal cortical thickness (Alzheimer's disease interaction)
Jun GR,ZNF292,Entorhinal cortical volume (Alzheimer's disease interaction)
Jun GR,"CDC42EP3-AS1,CDC42EP3",Total ventricular volume (Alzheimer's disease interaction)
Jun GR,UTS2B,Total ventricular volume (Alzheimer's disease interaction)
Jun GR,PAK2,Total ventricular volume (Alzheimer's disease interaction)
Jun GR,"SPMIP7,IKZF1",Total ventricular volume (Alzheimer's disease interaction)
Jun GR,ADCY8,Total ventricular volume (Alzheimer's disease interaction)
Jun GR,"LINGO2,CTAGE12P",Total ventricular volume (Alzheimer's disease interaction)
Jun GR,"CDCA7P2,OTX2P1",Total ventricular volume (Alzheimer's disease interaction)
Jun GR,"LINC00423,PDS5B",Total ventricular volume (Alzheimer's disease interaction)
Jun GR,OBI1-AS1,Total ventricular volume (Alzheimer's disease interaction)
Jun GR,FARP1,Total ventricular volume (Alzheimer's disease interaction)
Jun GR,"RORA,RORA-AS1",Total ventricular volume (Alzheimer's disease interaction)
Jun GR,SLC44A5,Whole-brain volume (Alzheimer's disease interaction)
Jun GR,NME9,Whole-brain volume (Alzheimer's disease interaction)
Jun GR,ABCA1,Whole-brain volume (Alzheimer's disease interaction)
Jun GR,"YAP1,RNU6-952P",Whole-brain volume (Alzheimer's disease interaction)
Jun GR,TRIM51CP,Alzheimer disease and age of onset
Jun GR,"PHKG1P3,GTF2IP11",Alzheimer disease and age of onset
Jun GR,AHNAK,Alzheimer disease and age of onset
Jun GR,CCDC89,Alzheimer disease and age of onset
Jun GR,"LNCRNA-IUR,FAM76B",Alzheimer disease and age of onset
Jun GR,"LINC02763,LINC02762",Alzheimer disease and age of onset
Jun GR,DDX25,Alzheimer disease and age of onset
Jun GR,"HSPA8P5,PARP11-AS1",Alzheimer disease and age of onset
Jun GR,"NDUFA9,GAU1",Alzheimer disease and age of onset
Jun GR,AICDA,Alzheimer disease and age of onset
Jun GR,OVCH1-AS1,Alzheimer disease and age of onset
Jun GR,"ERBB3,PA2G4",Alzheimer disease and age of onset
Jun GR,"SNORA70,RN7SL734P",Alzheimer disease and age of onset
Jun GR,"RNU7-106P,OTOGL",Alzheimer disease and age of onset
Jun GR,ATP2B1-AS1,Alzheimer disease and age of onset
Jun GR,"Y_RNA,LINC02375",Alzheimer disease and age of onset
Jun GR,TMEM132C,Alzheimer disease and age of onset
Jun GR,"LINC00345,TPTE2P3",Alzheimer disease and age of onset
Jun GR,"RABEPKP1,DACH1",Alzheimer disease and age of onset
Jun GR,"ARF4P4,LINC00377",Alzheimer disease and age of onset
Jun GR,"GYG1P2,RNU6-67P",Alzheimer disease and age of onset
Jun GR,FARP1,Alzheimer disease and age of onset
Jun GR,GGACT,Alzheimer disease and age of onset
Jun GR,LINC00343,Alzheimer disease and age of onset
Jun GR,MYO16,Alzheimer disease and age of onset
Jun GR,"CSMD3,Y_RNA",Alzheimer disease and age of onset
Jun GR,"LINC01151,SMILR",Alzheimer disease and age of onset
Jun GR,"RNU6-869P,LINC00861",Alzheimer disease and age of onset
Jun GR,PDCD1LG2,Alzheimer disease and age of onset
Jun GR,"AKAP8P1,JKAMPP1",Alzheimer disease and age of onset
Jun GR,"LINC01243,MTATP6P30",Alzheimer disease and age of onset
Jun GR,"RFC5P1,ATP5MFP3",Alzheimer disease and age of onset
Jun GR,ERCC6L2-AS1,Alzheimer disease and age of onset
Jun GR,"FOXE1,TRMO",Alzheimer disease and age of onset
Jun GR,"ARL2BPP7,MTND3P4",Alzheimer disease and age of onset
Jun GR,PNPLA7,Alzheimer disease and age of onset
Jun GR,WAC,Alzheimer disease and age of onset
Jun GR,"JCAD,SVIL",Alzheimer disease and age of onset
Jun GR,"RPL34P19,RN7SL825P",Alzheimer disease and age of onset
Jun GR,C10orf71,Alzheimer disease and age of onset
Jun GR,"MRPL50P4,SLC16A9",Alzheimer disease and age of onset
Jun GR,"LINC02651,RPL5P26",Alzheimer disease and age of onset
Jun GR,"RNU6-478P,MARK2P15",Alzheimer disease and age of onset
Jun GR,LINC02653,Alzheimer disease and age of onset
Jun GR,"LINC02653,HTR7",Alzheimer disease and age of onset
Jun GR,SORCS3,Alzheimer disease and age of onset
Jun GR,ZBED5-AS1,Alzheimer disease and age of onset
Jun GR,MICAL2,Alzheimer disease and age of onset
Jun GR,"ANO3,LINC02699",Alzheimer disease and age of onset
Jun GR,MIR670HG,Alzheimer disease and age of onset
Jun GR,FGF10,Alzheimer disease and age of onset
Jun GR,"F2R,F2RL1",Alzheimer disease and age of onset
Jun GR,WDR41,Alzheimer disease and age of onset
Jun GR,MEF2C-AS1,Alzheimer disease and age of onset
Jun GR,MEF2C-AS1,Alzheimer disease and age of onset
Jun GR,MEF2C-AS1,Alzheimer disease and age of onset
Jun GR,"RAB9BP1,RNA5SP189",Alzheimer disease and age of onset
Jun GR,KCNN2,Alzheimer disease and age of onset
Jun GR,"LINC02214,RPS17P2",Alzheimer disease and age of onset
Jun GR,"RNU6-718P,TUBAP15",Alzheimer disease and age of onset
Jun GR,AFF4-DT,Alzheimer disease and age of onset
Jun GR,"RNU7-156P,MIR5197",Alzheimer disease and age of onset
Jun GR,LARS1,Alzheimer disease and age of onset
Jun GR,G3BP1,Alzheimer disease and age of onset
Jun GR,"HAND1,CIR1P1",Alzheimer disease and age of onset
Jun GR,FAM193B-DT,Alzheimer disease and age of onset
Jun GR,KDM1B,Alzheimer disease and age of onset
Jun GR,CDKAL1,Alzheimer disease and age of onset
Jun GR,"SUPT3H,CDC5L",Alzheimer disease and age of onset
Jun GR,DST,Alzheimer disease and age of onset
Jun GR,KHDRBS2,Alzheimer disease and age of onset
Jun GR,COL12A1,Alzheimer disease and age of onset
Jun GR,"RN7SL415P,RPL5P19",Alzheimer disease and age of onset
Jun GR,"LINC02532,CD24",Alzheimer disease and age of onset
Jun GR,"SOBP,SCML4",Alzheimer disease and age of onset
Jun GR,L3MBTL4,Alzheimer disease and age of onset
Herold C,LAMA1,Alzheimer disease and age of onset
Herold C,"PLEKHB2P1,PMAIP1",Alzheimer disease and age of onset
Herold C,"RNU6-1037P,CDH19",Alzheimer disease and age of onset
Herold C,"TSPAN16,RAB3D",Alzheimer disease and age of onset
Herold C,"ZNF599,LINC01801",Alzheimer disease and age of onset
Herold C,ZNF813,Alzheimer disease and age of onset
Herold C,"CST13P,CST8",Alzheimer disease and age of onset
Herold C,"CST1,CSTP2",Alzheimer disease and age of onset
Herold C,"RPS2P1,ASIP",Alzheimer disease and age of onset
Herold C,"LINC01271,RN7SL636P",Alzheimer disease and age of onset
Herold C,"U6,LINC00161",Alzheimer disease and age of onset
Herold C,SYNJ1,Alzheimer disease and age of onset
Herold C,"PDE9A,LINC01671",Alzheimer disease and age of onset
Herold C,"LINC01679,SIK1",Alzheimer disease and age of onset
Herold C,COL18A1,Alzheimer disease and age of onset
Herold C,"SEPTIN5,LINC00895",Alzheimer disease and age of onset
Herold C,"CIMIP4,TST",Alzheimer disease and age of onset
Herold C,"EPIC1,MIR3201",Alzheimer disease and age of onset
Herold C,"APOC1,APOC1P1",Alzheimer disease and age of onset
Herold C,LINC01117,Alzheimer disease and age of onset
Herold C,OSBPL6,Alzheimer disease and age of onset
Herold C,F13A1,Alzheimer disease and age of onset
Herold C,"RNU6-248P,RNU6-261P",Alzheimer disease and age of onset
Herold C,"HNF4G,RNU2-54P",Alzheimer disease and age of onset
Herold C,"CCDC88C-DT,PPP4R3A",Alzheimer disease and age of onset
Herold C,"FAM181A,FAM181A-AS1",Alzheimer disease and age of onset
Herold C,"RPL15P2,LINC02279",Alzheimer disease and age of onset
Herold C,LINC02325,Alzheimer disease and age of onset
Herold C,HERC2,Alzheimer disease and age of onset
Herold C,TRPM1,Alzheimer disease and age of onset
Herold C,THSD4,Alzheimer disease and age of onset
Herold C,AGBL1,Alzheimer disease and age of onset
Herold C,ERVK13-1,Alzheimer disease and age of onset
Herold C,TMC5,Alzheimer disease and age of onset
Herold C,SDR42E2,Alzheimer disease and age of onset
Herold C,"RPL34P29,NCOA5LP",Alzheimer disease and age of onset
Herold C,"RNU6-21P,DPPA3P11",Alzheimer disease and age of onset
Herold C,DYNLRB2-AS1,Alzheimer disease and age of onset
Herold C,DYNLRB2-AS1,Alzheimer disease and age of onset
Herold C,CDH13,Alzheimer disease and age of onset
Herold C,"FENDRR,LINC00917",Alzheimer disease and age of onset
Herold C,MIR497HG,Alzheimer disease and age of onset
Herold C,COX10-DT,Alzheimer disease and age of onset
Herold C,"CD300LG,MPP3",Alzheimer disease and age of onset
Herold C,DCAF7,Alzheimer disease and age of onset
Herold C,STRADA,Alzheimer disease and age of onset
Herold C,TCAM1P,Alzheimer disease and age of onset
Herold C,ABCA8,Alzheimer disease and age of onset
Herold C,"RPL12P37,RPTOR",Alzheimer disease and age of onset
Herold C,LINC02518,Alzheimer disease and age of onset
Herold C,EYA4,Alzheimer disease and age of onset
Herold C,SGK1,Alzheimer disease and age of onset
Herold C,"FILNC1,LINC02941",Alzheimer disease and age of onset
Herold C,SNX9,Alzheimer disease and age of onset
Herold C,TULP4,Alzheimer disease and age of onset
Herold C,PHF14,Alzheimer disease and age of onset
Herold C,"PHF14,NPM1P11",Alzheimer disease and age of onset
Herold C,CHN2,Alzheimer disease and age of onset
Herold C,"ADCYAP1R1,NEUROD6",Alzheimer disease and age of onset
Herold C,"MTDHP1,ZNF117",Alzheimer disease and age of onset
Herold C,"SLC66A2P1,EEF1A1P28",Alzheimer disease and age of onset
Herold C,DLX5,Alzheimer disease and age of onset
Herold C,"RPL7AP40,AP1S2P1",Alzheimer disease and age of onset
Herold C,CADPS2,Alzheimer disease and age of onset
Herold C,"IQUB,LYPLA1P1",Alzheimer disease and age of onset
Herold C,ZNF862,Alzheimer disease and age of onset
Herold C,INSIG1,Alzheimer disease and age of onset
Herold C,EN2-DT,Alzheimer disease and age of onset
Herold C,"LINC01605,SMARCE1P4",Alzheimer disease and age of onset
Herold C,NKAIN3,Alzheimer disease and age of onset
Herold C,"C8orf44-SGK3,SGK3",Alzheimer disease and age of onset
Herold C,PPP1R42,Alzheimer disease and age of onset
Herold C,"LINC01419,DPPA3P9",Alzheimer disease and age of onset
Herold C,BAALC-AS1,Alzheimer disease and age of onset
Herold C,ARVCF,Alzheimer disease and age of onset
Herold C,HSPG2,Alzheimer disease and age of onset
Herold C,PLPPR5-AS1,Alzheimer disease and age of onset
Herold C,AHCYL1,Alzheimer disease and age of onset
Herold C,"U3,NMNAT1P2",Alzheimer disease and age of onset
Herold C,TGFB2,Alzheimer disease and age of onset
Herold C,"KCNK1,RNU4-77P",Alzheimer disease and age of onset
Herold C,MSH2,Alzheimer disease and age of onset
Herold C,PPP1R21-DT,Alzheimer disease and age of onset
Herold C,NRXN1-DT,Alzheimer disease and age of onset
Herold C,"TPM3P3,LINC01419",Alzheimer disease and age of onset
Herold C,LAMP1,Alzheimer disease and age of onset
Herold C,RBFOX1,Alzheimer disease and age of onset
Herold C,"APOC1P1,APOC1",Alzheimer disease and age of onset
Herold C,UBXN11,Alzheimer disease and age of onset
Herold C,"RNA5SP43,RPS29P6",Alzheimer disease and age of onset
Herold C,"HYI,SZT2",Alzheimer disease and age of onset
Herold C,"RNU6-649P,LINC01248",Alzheimer disease and age of onset
Herold C,ITSN2,Alzheimer disease and age of onset
Herold C,OTOF,Alzheimer disease and age of onset
Herold C,REL-DT,Alzheimer disease and age of onset
Herold C,"RAB1A,SNORA74",Alzheimer disease and age of onset
Herold C,SPRED2,Alzheimer disease and age of onset
Herold C,"LINC01868,NPAS2",Alzheimer disease and age of onset
Herold C,LINC01965,Alzheimer disease and age of onset
Herold C,"RNU7-190P,DDX18",Alzheimer disease and age of onset
Herold C,"RN7SKP141,SMC4P1",Alzheimer disease and age of onset
Herold C,B3GALT1,Alzheimer disease and age of onset
Herold C,"LRRC2P1,Y_RNA",Alzheimer disease and age of onset
Herold C,"ZNF804A,MIR548AE1",Alzheimer disease and age of onset
Herold C,"MIR4268,EPHA4",Alzheimer disease and age of onset
Herold C,COL4A4,Alzheimer disease and age of onset
Herold C,"RANP7,SALL4P5",Alzheimer disease and age of onset
Herold C,"HMGB3P12,RPEP2",Alzheimer disease and age of onset
Herold C,CFAP20DC,Alzheimer disease and age of onset
Herold C,PTPRG,Alzheimer disease and age of onset
Herold C,"LINC00877,RN7SL271P",Alzheimer disease and age of onset
Herold C,LINC02008,Alzheimer disease and age of onset
Herold C,INHCAP,Alzheimer disease and age of onset
Herold C,"TERC,RNU6-637P",Alzheimer disease and age of onset
Herold C,"ENPP7P11,SNRPCP13",Alzheimer disease and age of onset
Herold C,GABRA2,Alzheimer disease and age of onset
Herold C,"RAC1P2,RNU6-412P",Alzheimer disease and age of onset
Herold C,"RNU7-149P,NDUFS5P4",Alzheimer disease and age of onset
Herold C,"SLC39A8,BANK1",Alzheimer disease and age of onset
Herold C,"SETD7,QKILA",Alzheimer disease and age of onset
Herold C,"RN7SL152P,TBC1D9",Alzheimer disease and age of onset
Herold C,NR3C2,Alzheimer disease and age of onset
Herold C,"ANXA10,RN7SKP188",Alzheimer disease and age of onset
Herold C,SH3RF1,Alzheimer disease and age of onset
Herold C,LINC02268,Alzheimer disease and age of onset
Herold C,"MRPS36P2,FAT1",Alzheimer disease and age of onset
Herold C,"RNU6-381P,FGF10",Alzheimer disease and age of onset
Herold C,AGFG2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,AP4M1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CASTOR3P,Alzheimer's disease or family history of Alzheimer's disease
Herold C,CASTOR3P,Alzheimer's disease or family history of Alzheimer's disease
Herold C,STAG3L5P-PVRIG2P-PILRB,Alzheimer's disease or family history of Alzheimer's disease
Herold C,EPHA1-AS1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"LINC02705,MS4A6A",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"MS4A3,MS4A2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"LINC02705,MS4A2",Alzheimer's disease or family history of Alzheimer's disease
Herold C,MS4A4A,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"PICALM,RNU6-560P",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"RNU6-560P,PICALM",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"LINC02695,RNU6-560P",Alzheimer's disease or family history of Alzheimer's disease
Herold C,PICALM,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"RNU6-560P,PICALM",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"LINC02695,RNU6-560P",Alzheimer's disease or family history of Alzheimer's disease
Herold C,"RNU6-560P,LINC02695",Alzheimer's disease or family history of Alzheimer's disease
Herold C,SORL1,Alzheimer's disease or family history of Alzheimer's disease
Herold C,FERMT2,Alzheimer's disease or family history of Alzheimer's disease
Herold C,SLC24A4,Alzheimer's disease or family history of Alzheimer's disease
Herold C,"MINDY2-DT,ADAM10",Alzheimer's disease or family history of Alzheimer's disease
